"","cap.shape","cap.surface","cap.color","bruises.","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.","stalk.surface.below.","stalk.color.above.ri","stalk.color.below.ri","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat","classe","echantillon"
"2702","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g","e","test"
"4720","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","g","e","test"
"3108","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d","p","test"
"6844","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","d","p","test"
"2608","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","d","p","test"
"6345","k","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","g","e","test"
"4798","f","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l","p","test"
"6348","x","s","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","test"
"7396","k","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d","p","test"
"4529","x","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","g","e","test"
"2780","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","g","e","test"
"1065","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d","p","test"
"6703","x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","u","p","test"
"3147","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","d","e","test"
"5619","f","y","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d","e","test"
"3970","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d","p","test"
"6214","x","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","g","e","test"
"3058","f","y","u","f","n","f","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","d","e","test"
"5288","f","s","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g","e","test"
"2164","x","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p","e","test"
"4409","k","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g","e","test"
"4370","f","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l","p","test"
"5991","f","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l","p","test"
"5631","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","d","p","test"
"203","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","g","e","test"
"7345","x","f","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d","p","test"
"7000","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","n","c","l","e","test"
"734","k","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p","p","test"
"1682","f","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","g","e","test"
"4640","f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d","e","test"
"4838","f","s","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"574","x","f","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","g","e","test"
"5950","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m","e","test"
"4460","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g","p","test"
"6967","x","s","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p","e","test"
"6256","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d","p","test"
"3843","f","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","p","p","test"
"6010","b","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g","e","test"
"7751","f","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p","p","test"
"6021","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","d","p","test"
"4420","f","y","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d","e","test"
"7266","f","f","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d","e","test"
"5008","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","g","e","test"
"7931","f","y","y","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","p","e","test"
"6438","x","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l","p","test"
"6145","x","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","g","p","test"
"5222","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","g","p","test"
"7041","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","l","e","test"
"746","f","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","d","e","test"
"7853","k","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p","p","test"
"1911","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p","e","test"
"1617","x","y","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","d","e","test"
"3299","k","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d","p","test"
"3146","b","s","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g","p","test"
"2621","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l","p","test"
"1483","f","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d","e","test"
"1114","f","s","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","g","e","test"
"5247","b","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","g","e","test"
"3032","x","f","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d","e","test"
"1555","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","g","e","test"
"2068","f","s","g","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","g","p","test"
"7709","x","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g","e","test"
"2869","f","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d","p","test"
"2006","f","y","g","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","d","e","test"
"1272","f","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","g","e","test"
"4269","x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m","e","test"
"2925","x","s","g","t","f","f","c","b","p","t","b","s","f","w","w","p","w","o","p","h","v","u","p","test"
"1463","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","u","p","test"
"3426","f","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l","p","test"
"2195","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","p","e","test"
"7280","f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d","e","test"
"1834","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g","p","test"
"7287","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","d","p","test"
"541","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g","p","test"
"864","f","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p","p","test"
"890","f","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l","p","test"
"1898","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g","p","test"
"104","x","y","c","f","n","f","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","l","e","test"
"7734","x","f","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","v","d","e","test"
"3175","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d","p","test"
"2998","f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","g","e","test"
"1443","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g","p","test"
"3939","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d","p","test"
"2124","f","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d","e","test"
"1430","f","s","b","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","s","u","p","test"
"4335","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p","p","test"
"138","x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d","p","test"
"1453","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","u","p","test"
"5708","b","s","w","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","m","p","test"
"4616","x","s","g","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","s","u","p","test"
"2339","f","s","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p","p","test"
"5083","f","y","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d","e","test"
"6741","f","y","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d","e","test"
"2794","x","f","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d","e","test"
"8058","x","f","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g","e","test"
"5981","k","y","y","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d","p","test"
"3689","k","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d","p","test"
"6832","f","y","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","d","e","test"
"7177","x","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g","e","test"
"7481","f","f","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","d","e","test"
"3085","x","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u","e","test"
"6709","f","f","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","d","e","test"
"5088","f","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p","p","test"
"4261","f","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","g","e","test"
"2836","x","f","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"1957","x","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p","e","test"
"5776","x","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l","p","test"
"1783","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e","test"
"6417","x","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d","p","test"
"2797","k","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","d","p","test"
"6","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l","p","test"
"3150","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","g","p","test"
"3613","x","f","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","g","e","test"
"3317","f","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d","p","test"
"775","f","f","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d","e","test"
"4192","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m","e","test"
"4815","f","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","g","e","test"
"2870","x","y","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m","e","test"
"1941","x","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d","e","test"
"4154","k","y","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p","p","test"
"4235","f","f","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d","e","test"
"3883","b","y","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m","p","test"
"3283","f","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d","p","test"
"4236","f","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","d","p","test"
"4904","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","g","p","test"
"2874","f","f","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","d","e","test"
"7336","x","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","g","e","test"
"1857","f","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d","p","test"
"249","x","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","test"
"2236","b","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g","e","test"
"952","f","f","y","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"3855","x","f","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"4934","x","f","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d","e","test"
"3885","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g","p","test"
"5426","f","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","d","e","test"
"6882","x","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","g","p","test"
"2191","k","f","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","g","e","test"
"1856","x","y","n","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d","e","test"
"3061","x","f","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","d","e","test"
"3801","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d","p","test"
"6153","b","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m","e","test"
"2307","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m","e","test"
"1721","f","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d","p","test"
"4473","x","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g","p","test"
"405","s","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u","e","test"
"2771","f","f","n","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l","e","test"
"3925","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","g","p","test"
"7831","f","s","w","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","s","u","p","test"
"745","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m","e","test"
"5677","f","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d","p","test"
"4972","f","y","e","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w","e","test"
"5680","x","s","p","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d","p","test"
"2581","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d","p","test"
"4265","x","y","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p","e","test"
"7097","x","f","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","d","e","test"
"6272","x","f","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","d","e","test"
"1446","x","s","w","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","v","g","p","test"
"5811","k","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l","p","test"
"7164","x","f","p","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p","test"
"1479","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g","e","test"
